id,assigned_to_cluster,timestamp,lon,lat,clusterStart,clusterEnd
375,23,2016-11-13 02:53:46,-43.0309251,-22.8219013,2016-11-13 02:53:46,2016-11-18 23:18:25
374,23,2016-11-13 03:23:13,-43.2093726,-22.9110136,2016-11-13 02:53:46,2016-11-18 23:18:25
373,19,2016-11-13 04:48:12,-47.4580559,-23.5016669,2016-11-13 02:53:46,2016-11-18 23:18:25
372,10,2016-11-13 12:07:19,-58.4375796,-34.6075797,2016-11-13 02:53:46,2016-11-18 23:18:25
371,24,2016-11-13 12:27:42,-43.9450947,-19.9227317,2016-11-13 02:53:46,2016-11-18 23:18:25
370,4,2016-11-13 13:51:33,-74.0852376575,4.63874255,2016-11-13 02:53:46,2016-11-18 23:18:25
369,18,2016-11-13 13:57:58,-49.253269,-16.6808819,2016-11-13 02:53:46,2016-11-18 23:18:25
368,24,2016-11-13 14:03:42,-43.9450947,-19.9227317,2016-11-13 02:53:46,2016-11-18 23:18:25
367,4,2016-11-13 15:21:56,-74.0852376575,4.63874255,2016-11-13 02:53:46,2016-11-18 23:18:25
366,10,2016-11-13 15:29:10,-58.5214673,-34.5975719,2016-11-13 02:53:46,2016-11-18 23:18:25
365,4,2016-11-13 15:32:39,-74.0852376575,4.63874255,2016-11-13 02:53:46,2016-11-18 23:18:25
364,NA,2016-11-13 15:33:23,-60.6615414,-32.9595003,2016-11-13 02:53:46,2016-11-18 23:18:25
363,NA,2016-11-13 17:21:07,-103.3911246,20.7211036,2016-11-13 02:53:46,2016-11-18 23:18:25
362,23,2016-11-13 18:29:05,-43.2093726,-22.9110136,2016-11-13 02:53:46,2016-11-18 23:18:25
361,21,2016-11-13 22:25:47,-45.9479418,-21.4297404,2016-11-13 02:53:46,2016-11-18 23:18:25
360,23,2016-11-13 22:27:19,-43.2093726,-22.9110136,2016-11-13 02:53:46,2016-11-18 23:18:25
359,23,2016-11-13 23:53:56,-43.1154551,-22.883237,2016-11-13 02:53:46,2016-11-18 23:18:25
358,12,2016-11-14 00:35:48,-57.9537637,-34.9206796,2016-11-13 02:53:46,2016-11-18 23:18:25
357,23,2016-11-14 00:58:40,-43.2093726,-22.9110136,2016-11-13 02:53:46,2016-11-18 23:18:25
356,25,2016-11-14 01:46:13,-40.3016326,-20.2996825,2016-11-13 02:53:46,2016-11-18 23:18:25
355,25,2016-11-14 01:49:53,-40.3016326,-20.2996825,2016-11-13 02:53:46,2016-11-18 23:18:25
354,25,2016-11-14 01:56:47,-40.3016326,-20.2996825,2016-11-13 02:53:46,2016-11-18 23:18:25
353,25,2016-11-14 02:03:44,-40.3016326,-20.2996825,2016-11-13 02:53:46,2016-11-18 23:18:25
352,10,2016-11-14 02:11:29,-58.4375796,-34.6075797,2016-11-13 02:53:46,2016-11-18 23:18:25
351,NA,2016-11-14 03:35:34,-55.8939676,-27.3664866,2016-11-13 02:53:46,2016-11-18 23:18:25
350,NA,2016-11-14 04:36:31,-99.0733756728,22.0757924,2016-11-13 02:53:46,2016-11-18 23:18:25
349,10,2016-11-14 04:47:00,-58.4375796,-34.6075797,2016-11-13 02:53:46,2016-11-18 23:18:25
348,10,2016-11-14 11:07:06,-58.4375796,-34.6075797,2016-11-13 02:53:46,2016-11-18 23:18:25
347,NA,2016-11-14 11:29:03,-65.2259153939,-26.8474393,2016-11-13 02:53:46,2016-11-18 23:18:25
346,12,2016-11-14 12:37:16,-57.9537637,-34.9206796,2016-11-13 02:53:46,2016-11-18 23:18:25
345,NA,2016-11-14 12:49:29,-60.517197,-31.7432606,2016-11-13 02:53:46,2016-11-18 23:18:25
344,24,2016-11-14 15:15:14,-43.9450947,-19.9227317,2016-11-13 02:53:46,2016-11-18 23:18:25
343,NA,2016-11-14 15:34:22,-87.0750071863,20.98154135,2016-11-13 02:53:46,2016-11-18 23:18:25
342,NA,2016-11-14 19:04:17,-64.1833189,-31.417339,2016-11-13 02:53:46,2016-11-18 23:18:25
341,23,2016-11-14 20:51:47,-43.2093726,-22.9110136,2016-11-13 02:53:46,2016-11-18 23:18:25
340,10,2016-11-14 20:53:53,-58.4375796,-34.6075797,2016-11-13 02:53:46,2016-11-18 23:18:25
339,12,2016-11-14 21:24:34,-57.9537637,-34.9206796,2016-11-13 02:53:46,2016-11-18 23:18:25
338,18,2016-11-14 21:53:23,-48.9525755,-16.3332827,2016-11-13 02:53:46,2016-11-18 23:18:25
337,NA,2016-11-14 22:32:40,-60.6615414,-32.9595003,2016-11-13 02:53:46,2016-11-18 23:18:25
