id,assigned_to_cluster,timestamp,lon,lat,clusterStart,clusterEnd
1139,20,2016-10-20 14:28:53,-57.6311195,-25.2959915,2016-10-20 14:28:53,2016-10-26 14:24:57
1138,6,2016-10-20 14:49:19,-81.3066245,8.3096067,2016-10-20 14:28:53,2016-10-26 14:24:57
1137,NA,2016-10-20 14:56:12,-43.9450947,-19.9227317,2016-10-20 14:28:53,2016-10-26 14:24:57
1136,NA,2016-10-20 15:13:42,-72.2214153,7.7756663,2016-10-20 14:28:53,2016-10-26 14:24:57
1135,NA,2016-10-20 15:34:54,-46.8764611,-23.5112183,2016-10-20 14:28:53,2016-10-26 14:24:57
1134,NA,2016-10-20 15:44:44,-72.2214153,7.7756663,2016-10-20 14:28:53,2016-10-26 14:24:57
1133,NA,2016-10-20 15:51:16,-46.6333823,-23.5506506,2016-10-20 14:28:53,2016-10-26 14:24:57
1132,NA,2016-10-20 15:52:21,-43.9450947,-19.9227317,2016-10-20 14:28:53,2016-10-26 14:24:57
1131,NA,2016-10-20 15:55:29,-46.6333823,-23.5506506,2016-10-20 14:28:53,2016-10-26 14:24:57
1130,16,2016-10-20 16:19:23,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1129,22,2016-10-20 16:23:09,-53.7402475,-24.7222437,2016-10-20 14:28:53,2016-10-26 14:24:57
1128,NA,2016-10-20 16:42:10,-62.1043849,-32.6946932,2016-10-20 14:28:53,2016-10-26 14:24:57
1127,26,2016-10-20 16:44:17,-34.8781516,-8.064193,2016-10-20 14:28:53,2016-10-26 14:24:57
1126,NA,2016-10-20 16:44:50,-64.1833189,-31.417339,2016-10-20 14:28:53,2016-10-26 14:24:57
1125,26,2016-10-20 16:53:10,-34.8781516,-8.064193,2016-10-20 14:28:53,2016-10-26 14:24:57
1124,NA,2016-10-20 16:58:01,-47.4580559,-23.5016669,2016-10-20 14:28:53,2016-10-26 14:24:57
1123,NA,2016-10-20 16:59:42,-47.4580559,-23.5016669,2016-10-20 14:28:53,2016-10-26 14:24:57
1122,20,2016-10-20 17:02:48,-56.4406993,-25.4500549,2016-10-20 14:28:53,2016-10-26 14:24:57
1121,16,2016-10-20 17:11:49,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1120,NA,2016-10-20 17:17:42,-56.09913,-15.5986685,2016-10-20 14:28:53,2016-10-26 14:24:57
1119,19,2016-10-20 17:24:03,-56.1913568,-34.9059038,2016-10-20 14:28:53,2016-10-26 14:24:57
1118,NA,2016-10-20 17:27:42,-47.806667,-21.1783329,2016-10-20 14:28:53,2016-10-26 14:24:57
1117,26,2016-10-20 17:33:34,-34.8781516,-8.064193,2016-10-20 14:28:53,2016-10-26 14:24:57
1116,NA,2016-10-20 17:37:19,-74.0852376575,4.63874255,2016-10-20 14:28:53,2016-10-26 14:24:57
1115,NA,2016-10-20 17:46:48,-65.9515545,-33.2762201,2016-10-20 14:28:53,2016-10-26 14:24:57
1114,NA,2016-10-20 18:18:15,-56.0201524,-32.8755547,2016-10-20 14:28:53,2016-10-26 14:24:57
1113,13,2016-10-20 18:33:27,-64.9912285,-17.0568695,2016-10-20 14:28:53,2016-10-26 14:24:57
1112,NA,2016-10-20 18:48:43,-78.5123273,-0.220164,2016-10-20 14:28:53,2016-10-26 14:24:57
1111,NA,2016-10-20 19:50:36,-46.6333823,-23.5506506,2016-10-20 14:28:53,2016-10-26 14:24:57
1110,NA,2016-10-20 20:32:18,-53.1999999,-10.3333332,2016-10-20 14:28:53,2016-10-26 14:24:57
1109,13,2016-10-20 22:25:18,-64.9912285,-17.0568695,2016-10-20 14:28:53,2016-10-26 14:24:57
1108,26,2016-10-20 22:38:38,-34.8781516,-8.064193,2016-10-20 14:28:53,2016-10-26 14:24:57
1107,NA,2016-10-20 22:50:10,-56.0201524,-32.8755547,2016-10-20 14:28:53,2016-10-26 14:24:57
1106,NA,2016-10-20 23:04:00,-46.6333823,-23.5506506,2016-10-20 14:28:53,2016-10-26 14:24:57
1105,26,2016-10-20 23:11:19,-34.8781516,-8.064193,2016-10-20 14:28:53,2016-10-26 14:24:57
1104,NA,2016-10-20 23:14:21,-48.0483259,-23.5886069,2016-10-20 14:28:53,2016-10-26 14:24:57
1103,NA,2016-10-20 23:24:24,-64.1833189,-31.417339,2016-10-20 14:28:53,2016-10-26 14:24:57
1102,NA,2016-10-20 23:34:18,-75.5735529,6.2443382,2016-10-20 14:28:53,2016-10-26 14:24:57
1101,NA,2016-10-21 00:11:52,-66.1139499,18.3669214,2016-10-20 14:28:53,2016-10-26 14:24:57
1100,25,2016-10-21 00:28:33,-38.4812771,-12.9822498,2016-10-20 14:28:53,2016-10-26 14:24:57
1099,NA,2016-10-21 00:44:02,-56.0201524,-32.8755547,2016-10-20 14:28:53,2016-10-26 14:24:57
1098,NA,2016-10-21 01:10:39,-55.8939676,-27.3664866,2016-10-20 14:28:53,2016-10-26 14:24:57
1097,NA,2016-10-21 02:28:54,-40.4165489,-20.2632019,2016-10-20 14:28:53,2016-10-26 14:24:57
1096,16,2016-10-21 02:30:43,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1095,NA,2016-10-21 02:48:47,-53.1999999,-10.3333332,2016-10-20 14:28:53,2016-10-26 14:24:57
1094,NA,2016-10-21 03:02:04,-47.4143079,-22.7552559,2016-10-20 14:28:53,2016-10-26 14:24:57
1093,23,2016-10-21 03:02:14,-42.8557427,-22.749623,2016-10-20 14:28:53,2016-10-26 14:24:57
1092,NA,2016-10-21 03:39:07,-62.8299255,17.8962582,2016-10-20 14:28:53,2016-10-26 14:24:57
1091,23,2016-10-21 04:12:05,-43.2093726,-22.9110136,2016-10-20 14:28:53,2016-10-26 14:24:57
1090,NA,2016-10-21 04:33:30,-46.8628565625,-21.5959999,2016-10-20 14:28:53,2016-10-26 14:24:57
1089,NA,2016-10-21 06:02:58,-76.7986428,-11.3722472,2016-10-20 14:28:53,2016-10-26 14:24:57
1088,11,2016-10-21 06:04:43,-64.9672816,-34.9964962,2016-10-20 14:28:53,2016-10-26 14:24:57
1087,11,2016-10-21 06:05:15,-64.9672816,-34.9964962,2016-10-20 14:28:53,2016-10-26 14:24:57
1086,NA,2016-10-21 07:18:35,-56.6775661,-36.7213328,2016-10-20 14:28:53,2016-10-26 14:24:57
1085,NA,2016-10-21 12:25:14,-64.1833189,-31.417339,2016-10-20 14:28:53,2016-10-26 14:24:57
1084,16,2016-10-21 13:14:37,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1083,16,2016-10-21 13:15:38,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1082,16,2016-10-21 13:16:46,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1081,23,2016-10-21 14:00:18,-43.2093726,-22.9110136,2016-10-20 14:28:53,2016-10-26 14:24:57
1080,NA,2016-10-21 14:02:59,-40.3064476,-20.125296,2016-10-20 14:28:53,2016-10-26 14:24:57
1079,NA,2016-10-21 14:25:35,-49.6792205,-28.9277444,2016-10-20 14:28:53,2016-10-26 14:24:57
1078,17,2016-10-21 14:34:02,-58.1693444,-23.3165934,2016-10-20 14:28:53,2016-10-26 14:24:57
1077,NA,2016-10-21 14:40:44,-73.0502464,-36.8270742,2016-10-20 14:28:53,2016-10-26 14:24:57
1076,NA,2016-10-21 16:09:55,-74.0852376575,4.63874255,2016-10-20 14:28:53,2016-10-26 14:24:57
1075,NA,2016-10-21 16:35:12,-42.5270801,-19.4777806,2016-10-20 14:28:53,2016-10-26 14:24:57
1074,10,2016-10-21 16:41:13,-66.1109317,8.0018709,2016-10-20 14:28:53,2016-10-26 14:24:57
1073,12,2016-10-21 16:47:32,-65.4101932,-24.7893822,2016-10-20 14:28:53,2016-10-26 14:24:57
1072,16,2016-10-21 19:23:25,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1071,16,2016-10-21 19:24:28,-58.4375796,-34.6075797,2016-10-20 14:28:53,2016-10-26 14:24:57
1070,NA,2016-10-21 20:00:39,-89.6236999,20.9671405,2016-10-20 14:28:53,2016-10-26 14:24:57
1069,NA,2016-10-21 20:07:49,-66.8086249,10.4772529,2016-10-20 14:28:53,2016-10-26 14:24:57
1068,NA,2016-10-21 20:18:56,-47.4580559,-23.5016669,2016-10-20 14:28:53,2016-10-26 14:24:57
1067,NA,2016-10-21 22:27:40,-66.9408584,10.5101037,2016-10-20 14:28:53,2016-10-26 14:24:57
1066,NA,2016-10-21 23:19:52,-41.7866921,-22.3712957,2016-10-20 14:28:53,2016-10-26 14:24:57
1065,15,2016-10-21 23:36:48,-60.517197,-31.7432606,2016-10-20 14:28:53,2016-10-26 14:24:57
1064,NA,2016-10-22 00:05:06,-48.4682452,-1.4505599,2016-10-20 14:28:53,2016-10-26 14:24:57
1063,15,2016-10-22 01:39:48,-60.643035677,-31.64727895,2016-10-20 14:28:53,2016-10-26 14:24:57
1062,NA,2016-10-22 02:04:09,-43.9450947,-19.9227317,2016-10-20 14:28:53,2016-10-26 14:24:57
1061,NA,2016-10-22 02:31:30,-103.3911246,20.7211036,2016-10-20 14:28:53,2016-10-26 14:24:57
1060,NA,2016-10-22 02:41:39,-75.5735529,6.2443382,2016-10-20 14:28:53,2016-10-26 14:24:57
1059,23,2016-10-22 03:55:36,-43.2093726,-22.9110136,2016-10-20 14:28:53,2016-10-26 14:24:57
1058,2,2016-10-22 05:14:22,-92.7747840053,18.0271663,2016-10-20 14:28:53,2016-10-26 14:24:57
1057,NA,2016-10-22 05:22:40,-34.8820279,-7.121598,2016-10-20 14:28:53,2016-10-26 14:24:57
1056,NA,2016-10-22 05:31:06,-41.8875266,-22.7597804,2016-10-20 14:28:53,2016-10-26 14:24:57
1055,NA,2016-10-22 05:41:39,-48.8319029,-21.7562299,2016-10-20 14:28:53,2016-10-26 14:24:57
1054,10,2016-10-22 12:22:05,-66.1109317,8.0018709,2016-10-20 14:28:53,2016-10-26 14:24:57
1053,NA,2016-10-22 14:58:23,-47.495786,-4.9510215,2016-10-20 14:28:53,2016-10-26 14:24:57
1052,16,2016-10-22 15:05:13,-58.4005119,-34.7035416,2016-10-20 14:28:53,2016-10-26 14:24:57
1051,4,2016-10-22 16:09:28,-84.8700307,12.3724928,2016-10-20 14:28:53,2016-10-26 14:24:57
1050,NA,2016-10-22 16:11:39,-74.0852376575,4.63874255,2016-10-20 14:28:53,2016-10-26 14:24:57
