"id","assigned_to_cluster","timestamp","lon","lat",
"1517",6,"2016-10-07 21:13:34",-54.4315256,-26.7372239,
"1516",3,"2016-10-07 21:23:28",-58.6480317,-34.7692489,
"1515",11,"2016-10-07 21:27:24",-43.3501128,-21.7609532,
"1514",4,"2016-10-07 23:00:14",-55.8333329,-26.8333329,
"1513",NA,"2016-10-07 23:18:11",-74.085237657545,4.63874255,
"1512",6,"2016-10-07 23:41:54",-53.8069213,-29.6860511,
"1511",12,"2016-10-07 23:59:44",-44.0840952,-19.9132748,
"1510",4,"2016-10-08 00:04:12",-57.6311195,-25.2959915,
"1509",NA,"2016-10-08 01:25:02",-53.1999999,-10.3333332,
"1508",NA,"2016-10-08 02:30:42",-66.9408584,10.5101037,
"1507",NA,"2016-10-08 03:12:15",-74.1845473126464,-7.89646185,
"1506",11,"2016-10-08 03:25:19",-43.2093726,-22.9110136,
"1505",NA,"2016-10-08 03:27:28",-81.3066245,8.3096067,
"1504",5,"2016-10-08 04:45:57",-52.3411542,-31.7700103,
"1503",NA,"2016-10-08 05:56:33",-89.6236999,20.9671405,
"1502",6,"2016-10-08 06:21:07",-54.5763081,-25.5208725,
"1501",4,"2016-10-08 06:48:48",-55.8333329,-26.8333329,
"1500",9,"2016-10-08 11:28:59",-46.5244589,-23.4430601,
"1499",3,"2016-10-08 13:26:00",-58.4375796,-34.6075797,
"1498",9,"2016-10-08 14:29:08",-46.3338889,-23.9608329,
"1497",NA,"2016-10-08 14:47:45",-103.400509563829,20.48187375,
"1496",NA,"2016-10-08 15:03:03",-103.400509563829,20.48187375,
"1495",5,"2016-10-08 15:08:51",-51.2050448,-30.0488354,
"1494",3,"2016-10-08 16:15:58",-58.4375796,-34.6075797,
"1493",3,"2016-10-08 16:26:17",-58.4375796,-34.6075797,
"1492",11,"2016-10-08 16:46:14",-43.4033602,-22.7667283,
"1491",3,"2016-10-08 16:49:56",-58.4375796,-34.6075797,
"1490",4,"2016-10-08 16:59:01",-57.6311195,-25.2959915,
"1489",3,"2016-10-08 17:14:29",-58.4375796,-34.6075797,
"1488",NA,"2016-10-08 18:10:22",-56.1322179,-15.6458159,
"1487",12,"2016-10-08 19:21:15",-43.9450947,-19.9227317,
"1486",11,"2016-10-08 19:27:51",-43.2093726,-22.9110136,
"1485",11,"2016-10-08 20:42:39",-43.2093726,-22.9110136,
"1484",10,"2016-10-08 21:26:11",-49.253269,-16.6808819,
"1483",7,"2016-10-08 22:53:32",-51.4610763,-23.5525326,
"1482",3,"2016-10-08 22:55:25",-57.8828666,-34.8688564,
"1481",5,"2016-10-08 23:41:50",-51.2304999,-30.0329999,
"1480",7,"2016-10-08 23:56:53",-54.6162946,-20.4640172,
"1479",7,"2016-10-09 00:00:21",-54.6162946,-20.4640172,
"1478",NA,"2016-10-09 00:35:32",-98.7297429086544,20.06069985,
"1477",5,"2016-10-09 06:35:05",-52.0991296,-32.0334251,
"1476",11,"2016-10-09 12:25:38",-43.7753219,-22.8629596,
"1475",3,"2016-10-09 16:14:16",-58.4375796,-34.6075797,
"1474",9,"2016-10-09 16:26:14",-46.3338889,-23.9608329,
"1473",6,"2016-10-09 16:31:41",-51.1608721,-29.8197018,
"1472",9,"2016-10-09 17:25:07",-46.6333823,-23.5506506,
"1471",NA,"2016-10-09 17:32:53",-98.7297429086544,20.06069985,
"1470",11,"2016-10-09 17:36:50",-43.7331074,-22.5268468,
"1469",NA,"2016-10-09 18:20:26",-74.085237657545,4.63874255,
"1468",NA,"2016-10-09 22:03:48",-99.1701223011532,18.88638935,
"1467",6,"2016-10-09 23:48:40",-54.4315256,-26.7372239,
"1466",3,"2016-10-10 00:08:12",-58.580906,-34.4226933,
"1465",9,"2016-10-10 00:19:34",-48.9106249,-20.7366339,
"1464",12,"2016-10-10 01:15:06",-43.2265669,-19.6186314,
"1463",6,"2016-10-10 01:44:15",-52.6188986,-27.1011803,
"1462",NA,"2016-10-10 13:45:21",-35.3160759,-7.5118821,
