"id","long","lat","weight"
"1",-72.5,2.5,50.4198166711492
"2",-62.5,-32.5,41.5789896387349
"3",-57.5,-37.5,4.82813568292783
"4",-57.5,-32.5,106.539517027589
"5",-57.5,-27.5,60.7804452423814
"6",-57.5,-22.5,7.25263720501457
"7",-52.5,-32.5,13.1901897641207
"8",-52.5,-27.5,15.797707972073
"9",-52.5,-22.5,22.4734037894812
"10",-47.5,-27.5,32.1157261001415
"11",-47.5,-22.5,99.0691353821124
"12",-47.5,-17.5,21.9984361418343
"13",-42.5,-22.5,111.978386843018
"14",-42.5,-17.5,41.7999089223866
