"id","assigned_to_cluster","timestamp"
"1766",NA,"2016-09-30 04:09:51"
"1767",11,"2016-09-30 03:44:20"
"1768",13,"2016-09-30 03:38:13"
"1769",NA,"2016-09-30 03:23:50"
"1770",13,"2016-09-30 03:21:28"
"1771",10,"2016-09-30 03:06:35"
"1772",NA,"2016-09-30 02:55:28"
"1773",5,"2016-09-30 02:54:21"
"1774",8,"2016-09-30 02:45:57"
"1775",10,"2016-09-30 02:17:17"
"1776",13,"2016-09-30 01:07:25"
"1777",14,"2016-09-30 00:40:52"
"1778",NA,"2016-09-30 00:21:35"
"1779",13,"2016-09-29 23:38:16"
"1780",NA,"2016-09-29 22:53:00"
"1781",13,"2016-09-29 21:36:23"
"1782",13,"2016-09-29 21:35:58"
"1783",14,"2016-09-29 20:15:47"
"1784",9,"2016-09-29 20:00:37"
"1785",NA,"2016-09-29 19:45:22"
"1786",7,"2016-09-29 19:42:47"
"1787",14,"2016-09-29 17:49:43"
"1788",NA,"2016-09-29 17:22:13"
"1789",10,"2016-09-29 17:11:13"
"1790",10,"2016-09-29 16:59:59"
"1791",2,"2016-09-29 16:37:20"
"1792",4,"2016-09-29 16:07:04"
"1793",11,"2016-09-29 15:38:32"
"1794",NA,"2016-09-29 15:22:25"
"1795",NA,"2016-09-29 14:16:49"
"1796",NA,"2016-09-29 13:11:34"
"1797",14,"2016-09-29 13:01:15"
"1798",1,"2016-09-29 12:26:43"
"1799",4,"2016-09-29 11:57:30"
"1800",NA,"2016-09-29 07:03:36"
"1801",NA,"2016-09-29 06:38:59"
"1802",NA,"2016-09-29 06:32:17"
"1803",NA,"2016-09-29 06:06:33"
"1804",10,"2016-09-29 06:05:42"
"1805",NA,"2016-09-29 04:13:59"
"1806",NA,"2016-09-29 04:13:03"
"1807",NA,"2016-09-29 03:56:29"
"1808",10,"2016-09-29 03:17:04"
"1809",NA,"2016-09-29 03:07:28"
"1810",3,"2016-09-29 03:02:15"
"1811",14,"2016-09-29 02:17:34"
"1812",4,"2016-09-29 02:04:25"
"1813",10,"2016-09-29 01:45:30"
"1814",2,"2016-09-29 00:35:02"
"1815",13,"2016-09-29 00:31:33"
"1816",NA,"2016-09-29 00:29:26"
"1817",9,"2016-09-28 23:41:46"
"1818",11,"2016-09-28 23:30:45"
"1819",NA,"2016-09-28 01:48:35"
"1820",14,"2016-09-28 01:44:01"
"1821",NA,"2016-09-28 01:41:36"
"1822",14,"2016-09-28 01:26:02"
"1823",NA,"2016-09-28 00:42:11"
"1824",4,"2016-09-27 22:01:02"
"1825",NA,"2016-09-27 21:00:49"
"1826",NA,"2016-09-27 20:42:10"
"1827",13,"2016-09-27 20:39:05"
"1828",13,"2016-09-27 20:35:19"
"1829",3,"2016-09-27 19:47:13"
"1830",NA,"2016-09-27 19:21:54"
"1831",1,"2016-09-27 18:46:54"
"1832",NA,"2016-09-27 18:28:03"
"1833",4,"2016-09-27 18:12:40"
"1834",13,"2016-09-27 16:48:52"
"1835",11,"2016-09-27 15:09:33"
"1836",11,"2016-09-27 15:08:41"
"1837",NA,"2016-09-27 14:57:56"
"1838",NA,"2016-09-27 14:24:01"
"1839",NA,"2016-09-27 13:20:22"
"1840",11,"2016-09-27 12:38:38"
"1841",13,"2016-09-27 11:58:27"
"1842",NA,"2016-09-27 11:26:32"
"1843",13,"2016-09-27 06:52:10"
"1844",NA,"2016-09-27 06:25:00"
"1845",11,"2016-09-27 03:54:31"
"1846",5,"2016-09-27 03:17:24"
"1847",11,"2016-09-27 02:21:42"
"1848",NA,"2016-09-27 02:14:58"
"1849",11,"2016-09-27 01:19:10"
"1850",12,"2016-09-27 00:45:16"
"1851",5,"2016-09-27 00:25:41"
"1852",4,"2016-09-26 23:56:13"
"1853",4,"2016-09-26 23:12:35"
"1854",NA,"2016-09-26 22:14:57"
"1855",13,"2016-09-26 21:23:21"
"1856",13,"2016-09-26 01:56:41"
"1857",9,"2016-09-26 01:45:13"
"1858",13,"2016-09-26 00:46:48"
"1859",NA,"2016-09-26 00:31:32"
"1860",10,"2016-09-25 22:25:30"
"1861",4,"2016-09-25 22:25:14"
"1862",13,"2016-09-25 21:13:46"
"1863",4,"2016-09-25 20:57:32"
"1864",13,"2016-09-25 20:40:34"
"1865",NA,"2016-09-25 19:46:17"
"1866",14,"2016-09-25 19:37:18"
"1867",NA,"2016-09-25 19:32:44"
"1868",7,"2016-09-25 17:49:40"
"1869",4,"2016-09-25 16:57:52"
"1870",2,"2016-09-25 16:48:51"
"1871",1,"2016-09-25 14:42:25"
"1872",13,"2016-09-25 14:27:44"
"1873",NA,"2016-09-25 07:55:51"
"1874",NA,"2016-09-25 07:50:11"
"1875",14,"2016-09-25 07:01:11"
"1876",13,"2016-09-25 06:41:47"
"1877",9,"2016-09-25 06:15:29"
"1878",NA,"2016-09-25 05:15:59"
"1879",NA,"2016-09-25 04:39:54"
"1880",14,"2016-09-25 04:00:55"
"1881",14,"2016-09-25 03:54:16"
"1882",7,"2016-09-25 01:01:05"
"1883",NA,"2016-09-24 23:39:51"
"1884",14,"2016-09-24 23:36:44"
"1885",13,"2016-09-24 23:02:19"
"1886",NA,"2016-09-24 22:17:47"
"1887",5,"2016-09-24 22:13:57"
"1888",NA,"2016-09-24 22:13:50"
"1889",NA,"2016-09-24 20:50:02"
"1890",NA,"2016-09-24 20:39:38"
"1891",13,"2016-09-24 20:14:02"
"1892",NA,"2016-09-24 20:00:47"
"1893",NA,"2016-09-24 17:13:20"
"1894",NA,"2016-09-24 17:05:22"
"1895",4,"2016-09-24 16:26:04"
"1896",NA,"2016-09-24 15:27:32"
"1897",13,"2016-09-24 13:57:22"
"1898",NA,"2016-09-24 13:31:00"
"1899",NA,"2016-09-24 06:41:27"
"1900",10,"2016-09-24 06:28:14"
"1901",NA,"2016-09-24 06:06:17"
"1902",NA,"2016-09-24 05:44:30"
"1903",4,"2016-09-24 05:44:03"
"1904",13,"2016-09-24 05:37:05"
"1905",NA,"2016-09-24 05:29:21"
"1906",13,"2016-09-24 04:59:16"
"1907",NA,"2016-09-24 04:46:03"
"1908",13,"2016-09-24 04:18:45"
"1909",NA,"2016-09-24 02:11:00"
"1910",13,"2016-09-24 01:30:39"
"1911",NA,"2016-09-24 01:05:01"
"1912",NA,"2016-09-24 00:36:46"
"1913",NA,"2016-09-23 23:30:45"
"1914",NA,"2016-09-23 23:17:09"
"1915",NA,"2016-09-23 23:09:15"
"1916",4,"2016-09-23 22:48:03"
"1917",3,"2016-09-23 22:39:17"
"1918",11,"2016-09-23 21:56:07"
"1919",13,"2016-09-23 21:53:42"
"1920",NA,"2016-09-23 21:17:54"
