"id","lon","lat","weight",
"1",-62.5,-32.5,18.3797162794968,
"2",-57.5,-32.5,45.3891454450692,
"3",-57.5,-27.5,24.4948635669027,
"4",-52.5,-32.5,6.13519029550706,
"5",-52.5,-27.5,8.90257926681987,
"6",-52.5,-22.5,14.3534741986624,
"7",-47.5,-27.5,32.4010275156064,
"8",-47.5,-22.5,62.9099599479766,
"9",-47.5,-17.5,12.3706276449353,
"10",-42.5,-22.5,84.2140371908487,
"11",-42.5,-17.5,22.2895659981343,
