"id","assigned_to_cluster","timestamp","lon","lat"
"2000",3,"2016-09-13 01:58:47",-47.4016644,-22.5647252
"1999",NA,"2016-09-13 16:27:03",-74.085237657545,4.63874255
"1998",4,"2016-09-13 17:08:03",-49.1883129,-18.4318187
"1997",NA,"2016-09-13 17:19:45",-58.7392704,-38.5545048
"1996",NA,"2016-09-13 17:38:52",-89.6236999,20.9671405
"1995",NA,"2016-09-13 18:29:25",-60.6430356770138,-31.64727895
"1994",1,"2016-09-13 20:41:06",-51.9382845,-23.425104
"1993",3,"2016-09-13 21:29:26",-46.4027779,-24.0058329
"1992",1,"2016-09-13 23:36:30",-51.9382845,-23.425104
"1991",NA,"2016-09-14 01:25:18",-96.1385687,19.2002198
"1990",NA,"2016-09-15 00:28:48",-57.0829465,-29.7655122
"1989",NA,"2016-09-15 01:03:19",-103.981353013803,19.009247
"1988",NA,"2016-09-15 01:05:54",-60.6615414,-32.9595003
"1987",3,"2016-09-15 22:08:11",-48.8319029,-21.7562299
"1986",3,"2016-09-15 22:10:49",-47.0545304,-22.6332027
"1985",NA,"2016-09-15 22:16:03",-92.7747840052769,18.0271663
"1984",NA,"2016-09-15 22:21:31",-97.9999999,18.833333
"1983",NA,"2016-09-15 22:38:50",-58.566131,-34.6073659
"1982",5,"2016-09-16 00:09:50",-43.2093726,-22.9110136
"1981",NA,"2016-09-16 00:10:36",-74.085237657545,4.63874255
"1980",NA,"2016-09-16 00:48:37",-64.1833189,-31.417339
"1979",NA,"2016-09-16 00:56:46",-58.4375796,-34.6075797
"1978",NA,"2016-09-16 01:38:37",-103.9999999,19.166667
"1977",NA,"2016-09-16 01:51:42",-103.925661301559,19.32658855
"1976",NA,"2016-09-16 21:32:27",-81.3066245,8.3096067
"1975",NA,"2016-09-16 22:53:55",-60.6723217,2.821254
"1974",NA,"2016-09-16 23:01:14",-64.9672816,-34.9964962
"1973",5,"2016-09-17 00:58:36",-43.2093726,-22.9110136
"1972",NA,"2016-09-17 01:39:30",-65.4101932,-24.7893822
"1971",NA,"2016-09-18 01:33:32",-55.8333329,-26.8333329
