"","assigned_to_cluster","timestamp"
"1055",4,"2016-10-25 00:41:17"
"1056",13,"2016-10-24 23:35:28"
"1057",NA,"2016-10-24 23:02:44"
"1058",NA,"2016-10-24 22:40:41"
"1059",12,"2016-10-24 22:13:39"
"1060",NA,"2016-10-24 21:56:56"
"1061",NA,"2016-10-24 20:47:17"
"1062",3,"2016-10-24 20:33:26"
"1063",3,"2016-10-24 19:22:34"
"1064",12,"2016-10-24 19:01:51"
"1065",2,"2016-10-24 18:13:47"
"1066",11,"2016-10-24 17:48:22"
"1067",NA,"2016-10-24 17:36:36"
"1068",12,"2016-10-24 17:30:54"
"1069",2,"2016-10-24 17:18:16"
"1070",3,"2016-10-24 17:13:32"
"1071",NA,"2016-10-24 17:00:00"
"1072",10,"2016-10-24 16:40:47"
"1073",4,"2016-10-24 16:27:41"
"1074",NA,"2016-10-24 15:50:42"
"1075",4,"2016-10-24 14:31:25"
"1076",NA,"2016-10-24 11:02:38"
"1077",13,"2016-10-24 10:23:40"
"1078",10,"2016-10-24 07:59:01"
"1079",10,"2016-10-24 04:48:17"
"1080",NA,"2016-10-24 03:47:43"
"1081",10,"2016-10-24 03:25:33"
"1082",4,"2016-10-24 02:46:07"
"1083",NA,"2016-10-24 01:49:10"
"1084",13,"2016-10-24 00:45:28"
"1085",NA,"2016-10-23 23:41:42"
"1086",NA,"2016-10-23 23:41:26"
"1087",9,"2016-10-23 21:59:57"
"1088",10,"2016-10-23 21:14:31"
"1089",NA,"2016-10-23 19:45:58"
"1090",3,"2016-10-23 18:28:14"
"1091",NA,"2016-10-23 18:15:47"
"1092",NA,"2016-10-23 18:12:58"
"1093",1,"2016-10-23 17:37:19"
"1094",13,"2016-10-23 17:34:45"
"1095",13,"2016-10-23 17:10:57"
"1096",10,"2016-10-23 16:54:17"
"1097",10,"2016-10-23 16:04:02"
"1098",9,"2016-10-23 15:44:22"
"1099",1,"2016-10-23 14:36:54"
"1100",NA,"2016-10-23 07:20:38"
"1101",3,"2016-10-23 05:29:04"
"1102",NA,"2016-10-23 04:38:54"
"1103",11,"2016-10-23 04:00:24"
"1104",8,"2016-10-23 00:49:58"
"1105",NA,"2016-10-22 23:20:46"
"1106",10,"2016-10-22 22:48:46"
"1107",10,"2016-10-22 22:06:00"
"1108",10,"2016-10-22 19:06:29"
"1109",NA,"2016-10-22 17:37:03"
"1110",8,"2016-10-22 16:48:51"
"1111",NA,"2016-10-22 16:47:59"
"1112",8,"2016-10-22 16:47:34"
"1113",3,"2016-10-22 16:26:46"
"1114",12,"2016-10-22 16:14:06"
"1115",1,"2016-10-22 16:11:39"
"1116",NA,"2016-10-22 16:09:28"
"1117",3,"2016-10-22 15:05:13"
"1118",NA,"2016-10-22 14:58:23"
"1119",NA,"2016-10-22 12:22:05"
"1120",10,"2016-10-22 05:41:39"
"1121",12,"2016-10-22 05:31:06"
"1122",NA,"2016-10-22 05:22:40"
"1123",NA,"2016-10-22 05:14:22"
"1124",12,"2016-10-22 03:55:36"
"1125",NA,"2016-10-22 02:41:39"
"1126",NA,"2016-10-22 02:31:30"
"1127",13,"2016-10-22 02:04:09"
"1128",2,"2016-10-22 01:39:48"
"1129",NA,"2016-10-22 00:05:06"
"1130",2,"2016-10-21 23:36:48"
"1131",12,"2016-10-21 23:19:52"
"1132",NA,"2016-10-21 22:27:40"
"1133",10,"2016-10-21 20:18:56"
"1134",NA,"2016-10-21 20:07:49"
"1135",NA,"2016-10-21 20:00:39"
"1136",3,"2016-10-21 19:24:28"
"1137",3,"2016-10-21 19:23:25"
"1138",NA,"2016-10-21 16:47:32"
"1139",NA,"2016-10-21 16:41:13"
"1140",13,"2016-10-21 16:35:12"
"1141",1,"2016-10-21 16:09:55"
"1142",NA,"2016-10-21 14:40:44"
"1143",5,"2016-10-21 14:34:02"
"1144",9,"2016-10-21 14:25:35"
"1145",12,"2016-10-21 14:02:59"
"1146",12,"2016-10-21 14:00:18"
"1147",3,"2016-10-21 13:16:46"
"1148",3,"2016-10-21 13:15:38"
"1149",3,"2016-10-21 13:14:37"
"1150",2,"2016-10-21 12:25:14"
"1151",NA,"2016-10-21 07:18:35"
"1152",2,"2016-10-21 06:05:15"
