"id","long","lat","weight"
"1",-72.5,2.5,53.3091173424381
"2",-62.5,-32.5,39.6265335084062
"3",-57.5,-32.5,98.3711459809231
"4",-57.5,-27.5,65.1374856866117
"5",-57.5,-22.5,6.16322844769818
"6",-52.5,-32.5,10.1338919802969
"7",-52.5,-27.5,14.5432233284262
"8",-52.5,-22.5,16.1648552277339
"9",-47.5,-27.5,23.6770295006426
"10",-47.5,-22.5,82.0145904892169
"11",-47.5,-17.5,21.6191589358529
"12",-42.5,-22.5,103.346325218722
"13",-42.5,-17.5,38.5622817317479
