"id","lon","lat","weight",
"1",-72.5,2.5,31.6098432603638,
"2",-62.5,-32.5,37.4661480070824,
"3",-57.5,-37.5,5.70523045256309,
"4",-57.5,-32.5,88.8505518328701,
"5",-57.5,-27.5,52.2664936184695,
"6",-52.5,-32.5,14.6456610082999,
"7",-52.5,-27.5,13.7286545557871,
"8",-52.5,-22.5,26.3062790048465,
"9",-47.5,-27.5,38.2682978732022,
"10",-47.5,-22.5,102.40059150122,
"11",-47.5,-17.5,17.2826064779678,
"12",-42.5,-22.5,118.404027747912,
"13",-42.5,-17.5,40.1116032792857,
