"","long","lat","weight"
"1",-72.5,2.5,52.6180807501365
"2",-62.5,-32.5,26.9389319184383
"3",-57.5,-32.5,75.703316058054
"4",-57.5,-27.5,52.7557622991541
"5",-57.5,-22.5,5.54758688057068
"6",-52.5,-32.5,7.6104562866036
"7",-52.5,-27.5,13.6791794817105
"8",-52.5,-22.5,8.22960694020822
"9",-47.5,-27.5,17.4495999456849
"10",-47.5,-22.5,57.2133157051317
"11",-47.5,-17.5,20.2553406533005
"12",-42.5,-22.5,74.6117174866055
"13",-42.5,-17.5,26.3340822555026
