"id","assigned_to_cluster","timestamp"
"558",4,"2016-11-08 21:27:53"
"559",5,"2016-11-08 21:24:14"
"560",NA,"2016-11-08 21:11:10"
"561",9,"2016-11-08 20:59:32"
"562",7,"2016-11-08 20:38:45"
"563",3,"2016-11-08 19:46:19"
"564",2,"2016-11-08 18:51:50"
"565",10,"2016-11-08 17:42:30"
"566",10,"2016-11-08 17:33:24"
"567",NA,"2016-11-08 17:12:23"
"568",2,"2016-11-08 16:58:33"
"569",NA,"2016-11-08 16:40:38"
"570",13,"2016-11-08 16:33:53"
"571",13,"2016-11-08 16:31:33"
"572",10,"2016-11-08 16:30:47"
"573",NA,"2016-11-08 16:15:28"
"574",1,"2016-11-08 16:14:22"
"575",2,"2016-11-08 16:09:54"
"576",12,"2016-11-08 16:02:34"
"577",NA,"2016-11-08 15:52:41"
"578",NA,"2016-11-08 15:39:33"
"579",4,"2016-11-08 15:39:01"
"580",13,"2016-11-08 14:08:36"
"581",4,"2016-11-08 13:40:10"
"582",10,"2016-11-08 13:29:46"
"583",2,"2016-11-08 13:22:53"
"584",4,"2016-11-08 13:10:56"
"585",NA,"2016-11-08 12:49:18"
"586",NA,"2016-11-08 12:09:38"
"587",10,"2016-11-08 11:09:08"
"588",10,"2016-11-08 09:47:21"
"589",6,"2016-11-08 08:56:54"
"590",NA,"2016-11-08 08:41:28"
"591",2,"2016-11-08 05:07:02"
"592",1,"2016-11-08 04:14:24"
"593",11,"2016-11-08 03:18:55"
"594",NA,"2016-11-08 02:24:37"
"595",NA,"2016-11-08 01:40:18"
"596",NA,"2016-11-08 01:34:08"
"597",NA,"2016-11-08 01:21:55"
"598",NA,"2016-11-08 01:11:59"
"599",NA,"2016-11-08 00:50:15"
"600",13,"2016-11-08 00:38:37"
"601",10,"2016-11-08 00:06:44"
"602",7,"2016-11-07 23:56:42"
"603",NA,"2016-11-07 23:38:38"
"604",NA,"2016-11-07 23:25:52"
"605",NA,"2016-11-07 22:59:06"
"606",7,"2016-11-07 22:57:32"
"607",12,"2016-11-07 21:42:18"
"608",3,"2016-11-07 21:04:43"
"609",12,"2016-11-07 20:58:47"
"610",10,"2016-11-07 20:22:00"
"611",3,"2016-11-07 19:23:33"
"612",4,"2016-11-07 18:21:11"
"613",13,"2016-11-07 18:16:03"
"614",12,"2016-11-07 17:54:06"
"615",10,"2016-11-07 17:44:54"
"616",10,"2016-11-07 16:26:18"
"617",NA,"2016-11-07 16:24:36"
"618",5,"2016-11-07 15:49:46"
"619",13,"2016-11-07 15:40:06"
"620",1,"2016-11-07 15:14:46"
"621",1,"2016-11-07 15:07:55"
"622",12,"2016-11-07 15:05:24"
"623",4,"2016-11-07 14:55:49"
"624",7,"2016-11-07 14:51:09"
"625",2,"2016-11-07 14:27:47"
"626",12,"2016-11-07 14:27:42"
"627",NA,"2016-11-07 14:21:05"
"628",3,"2016-11-07 14:20:06"
"629",4,"2016-11-07 14:08:10"
"630",8,"2016-11-07 13:13:34"
"631",1,"2016-11-07 12:48:04"
"632",NA,"2016-11-07 12:01:04"
"633",NA,"2016-11-07 04:05:16"
"634",3,"2016-11-07 03:56:56"
"635",12,"2016-11-07 03:43:36"
"636",7,"2016-11-07 03:41:33"
"637",3,"2016-11-07 03:33:31"
"638",NA,"2016-11-07 03:22:01"
"639",3,"2016-11-07 03:11:24"
"640",9,"2016-11-07 02:49:33"
"641",10,"2016-11-07 02:35:39"
"642",2,"2016-11-07 02:34:30"
"643",3,"2016-11-07 02:16:42"
"644",NA,"2016-11-07 01:35:32"
"645",12,"2016-11-07 01:15:25"
"646",NA,"2016-11-07 01:15:23"
"647",12,"2016-11-07 01:13:40"
"648",3,"2016-11-07 01:07:35"
"649",3,"2016-11-07 00:18:50"
"650",NA,"2016-11-06 23:58:58"
"651",NA,"2016-11-06 21:39:24"
"652",12,"2016-11-06 21:37:53"
"653",10,"2016-11-06 21:33:06"
"654",12,"2016-11-06 21:00:35"
"655",3,"2016-11-06 20:31:12"
"656",3,"2016-11-06 20:25:37"
"657",NA,"2016-11-06 19:46:44"
"658",NA,"2016-11-06 19:30:13"
"659",3,"2016-11-06 19:14:18"
"660",1,"2016-11-06 19:11:35"
"661",3,"2016-11-06 19:07:36"
"662",3,"2016-11-06 19:04:39"
"663",NA,"2016-11-06 19:04:17"
"664",3,"2016-11-06 19:00:46"
"665",3,"2016-11-06 19:00:32"
"666",3,"2016-11-06 18:36:22"
"667",3,"2016-11-06 18:34:10"
"668",NA,"2016-11-06 18:30:30"
"669",NA,"2016-11-06 17:23:52"
"670",NA,"2016-11-06 15:19:38"
"671",NA,"2016-11-06 14:58:35"
"672",NA,"2016-11-06 14:55:36"
"673",NA,"2016-11-06 14:34:54"
"674",1,"2016-11-06 14:06:33"
"675",13,"2016-11-06 13:21:14"
"676",3,"2016-11-06 09:25:15"
"677",3,"2016-11-06 05:46:24"
"678",3,"2016-11-06 05:43:28"
"679",10,"2016-11-06 03:25:23"
"680",NA,"2016-11-06 03:21:11"
"681",10,"2016-11-06 03:06:12"
"682",2,"2016-11-06 02:04:48"
"683",NA,"2016-11-06 02:02:30"
"684",NA,"2016-11-06 01:42:41"
"685",11,"2016-11-06 01:24:42"
"686",2,"2016-11-06 01:12:58"
"687",9,"2016-11-06 01:06:34"
"688",9,"2016-11-06 00:29:48"
"689",2,"2016-11-06 00:14:38"
"690",9,"2016-11-06 00:13:09"
"691",12,"2016-11-05 23:58:55"
"692",7,"2016-11-05 23:43:27"
"693",6,"2016-11-05 23:39:38"
"694",10,"2016-11-05 23:21:53"
"695",1,"2016-11-05 23:11:54"
"696",12,"2016-11-05 23:03:23"
"697",12,"2016-11-05 22:53:03"
"698",8,"2016-11-05 22:38:24"
"699",12,"2016-11-05 21:28:42"
"700",NA,"2016-11-05 21:15:13"
"701",NA,"2016-11-05 17:35:47"
"702",9,"2016-11-05 17:16:14"
"703",10,"2016-11-05 16:31:29"
"704",2,"2016-11-05 15:42:57"
"705",11,"2016-11-05 15:17:20"
"706",13,"2016-11-05 15:15:04"
"707",4,"2016-11-05 15:05:27"
"708",4,"2016-11-05 14:32:51"
"709",12,"2016-11-05 12:47:37"
"710",4,"2016-11-05 12:47:30"
"711",NA,"2016-11-05 10:48:58"
"712",3,"2016-11-05 08:17:50"
"713",4,"2016-11-05 06:17:00"
"714",7,"2016-11-05 05:36:08"
"715",11,"2016-11-05 04:42:29"
"716",NA,"2016-11-05 04:41:01"
"717",12,"2016-11-05 03:53:16"
"718",4,"2016-11-05 03:11:43"
"719",12,"2016-11-05 03:08:36"
"720",NA,"2016-11-05 02:42:00"
"721",NA,"2016-11-05 02:16:23"
"722",NA,"2016-11-05 01:19:02"
"723",13,"2016-11-04 23:52:51"
"724",2,"2016-11-04 22:49:57"
"725",NA,"2016-11-04 22:39:28"
"726",1,"2016-11-04 21:53:44"
"727",3,"2016-11-04 21:37:54"
"728",4,"2016-11-04 20:39:14"
"729",3,"2016-11-04 20:33:45"
"730",NA,"2016-11-04 19:37:31"
"731",10,"2016-11-04 19:32:10"
"732",12,"2016-11-04 19:26:32"
"733",NA,"2016-11-04 19:21:21"
"734",NA,"2016-11-04 19:13:22"
"735",13,"2016-11-04 19:06:24"
"736",2,"2016-11-04 19:03:56"
"737",3,"2016-11-04 18:56:02"
"738",10,"2016-11-04 18:16:05"
"739",NA,"2016-11-04 18:15:30"
"740",10,"2016-11-04 18:09:24"
"741",NA,"2016-11-04 17:12:18"
"742",NA,"2016-11-04 16:20:48"
"743",NA,"2016-11-04 15:52:08"
"744",10,"2016-11-04 15:51:11"
"745",12,"2016-11-04 15:50:51"
"746",NA,"2016-11-04 14:04:21"
"747",13,"2016-11-04 13:19:29"
"748",10,"2016-11-04 11:05:53"
"749",9,"2016-11-04 08:38:32"
"750",NA,"2016-11-04 04:32:24"
"751",10,"2016-11-04 04:07:06"
"752",3,"2016-11-04 04:03:57"
"753",12,"2016-11-04 03:33:37"
"754",10,"2016-11-04 03:09:16"
"755",NA,"2016-11-04 03:02:08"
"756",12,"2016-11-04 02:40:14"
"757",NA,"2016-11-04 02:20:55"
"758",3,"2016-11-04 01:19:21"
"759",8,"2016-11-04 01:02:28"
"760",8,"2016-11-04 00:57:18"
"761",6,"2016-11-04 00:40:40"
"762",3,"2016-11-04 00:22:14"
"763",12,"2016-11-03 23:28:43"
"764",NA,"2016-11-03 23:21:38"
"765",10,"2016-11-03 23:16:03"
"766",11,"2016-11-03 22:42:12"
"767",NA,"2016-11-03 22:35:52"
"768",NA,"2016-11-03 22:08:57"
