"id","assigned_to_cluster","timestamp","lon","lat",
"846",NA,"2016-10-30 18:39:39",-96.7207814690496,17.0965868,
"845",13,"2016-10-30 19:11:38",-43.9450947,-19.9227317,
"844",4,"2016-10-30 20:00:20",-59.3539577,-31.6252841,
"843",6,"2016-10-30 20:11:42",-51.2304999,-30.0329999,
"842",4,"2016-10-30 20:46:08",-58.4375796,-34.6075797,
"841",11,"2016-10-30 21:24:17",-49.253269,-16.6808819,
"840",9,"2016-10-30 21:32:25",-49.2712361,-25.4295696,
"839",10,"2016-10-30 22:23:28",-47.2913681,-23.1989982,
"838",5,"2016-10-30 23:14:46",-58.8328657,-27.4720341,
"837",10,"2016-10-30 23:23:27",-46.6333823,-23.5506506,
"836",13,"2016-10-31 00:23:02",-43.9450947,-19.9227317,
"835",NA,"2016-10-31 03:24:41",-48.2018596,-7.1932409,
"834",7,"2016-10-31 03:33:11",-51.179386,-29.1684795,
"833",4,"2016-10-31 03:54:42",-59.4318086,-34.6497162,
"832",10,"2016-10-31 04:24:05",-47.0608299,-22.9055599,
"831",10,"2016-10-31 04:42:30",-46.6333823,-23.5506506,
"830",1,"2016-10-31 04:49:19",-74.085237657545,4.63874255,
"829",1,"2016-10-31 05:01:54",-74.085237657545,4.63874255,
"828",10,"2016-10-31 05:04:22",-46.6333823,-23.5506506,
"827",NA,"2016-10-31 13:53:44",-70.3028025,19.0974031,
"826",8,"2016-10-31 13:57:21",-53.6824971,-23.8031665,
"825",2,"2016-10-31 14:14:34",-60.6615414,-32.9595003,
"824",NA,"2016-10-31 14:29:33",-53.1999999,-10.3333332,
"823",6,"2016-10-31 14:37:54",-51.2304999,-30.0329999,
"822",1,"2016-10-31 15:19:45",-74.085237657545,4.63874255,
"821",NA,"2016-10-31 16:40:45",-99.1333415,19.4326009,
"820",2,"2016-10-31 17:04:44",-64.1833189,-31.417339,
"819",4,"2016-10-31 18:27:17",-58.4375796,-34.6075797,
"818",8,"2016-10-31 18:36:36",-54.6162946,-20.4640172,
"817",NA,"2016-10-31 19:24:58",-84.8700307,12.3724928,
"816",NA,"2016-10-31 20:14:00",-75.0458514,-6.8699696,
"815",12,"2016-10-31 20:50:52",-43.7096911,-22.6109157,
"814",2,"2016-10-31 21:15:30",-64.1833189,-31.417339,
"813",NA,"2016-10-31 22:04:43",-96.4999999,17,
"812",10,"2016-10-31 22:19:23",-46.6333823,-23.5506506,
"811",4,"2016-10-31 22:29:18",-58.566131,-34.6073659,
"810",NA,"2016-10-31 22:48:50",-40.4810059,-14.6689213,
"809",5,"2016-10-31 23:20:50",-58.8328657,-27.4720341,
"808",NA,"2016-11-01 01:32:25",-77.0365255,-12.0621064,
"807",NA,"2016-11-01 02:10:38",-60.4289717,-24.5955305,
"806",10,"2016-11-01 03:34:23",-46.6333823,-23.5506506,
"805",4,"2016-11-01 03:45:48",-58.4375796,-34.6075797,
"804",10,"2016-11-01 03:47:58",-47.3838888,-22.3569476,
