"id","long","lat","weight"
"1",-72.5,2.5,47.2828680771384
"2",-57.5,-32.5,32.6272783084964
"3",-57.5,-27.5,44.6468853256481
"4",-47.5,-22.5,31.4684925280606
"5",-42.5,-22.5,38.3135539648296
"6",-42.5,-17.5,10.6439744523845
