"id","assigned_to_cluster","timestamp"
"148",2,"2016-11-21 02:48:01"
"149",NA,"2016-11-21 02:12:15"
"150",3,"2016-11-21 02:12:02"
"151",NA,"2016-11-21 02:07:49"
"152",6,"2016-11-21 02:06:31"
"153",3,"2016-11-21 01:38:10"
"154",3,"2016-11-21 01:38:05"
"155",3,"2016-11-21 01:35:31"
"156",3,"2016-11-21 01:35:12"
"157",3,"2016-11-21 01:35:02"
"158",NA,"2016-11-21 00:47:28"
"159",NA,"2016-11-20 23:55:35"
"160",6,"2016-11-20 23:08:06"
"161",NA,"2016-11-20 23:03:44"
"162",NA,"2016-11-20 22:39:54"
"163",1,"2016-11-20 22:32:45"
"164",NA,"2016-11-20 22:11:20"
"165",NA,"2016-11-20 21:35:49"
"166",NA,"2016-11-20 21:11:16"
"167",1,"2016-11-20 20:38:12"
"168",3,"2016-11-20 19:42:41"
"169",2,"2016-11-20 19:11:46"
"170",5,"2016-11-20 19:09:33"
"171",2,"2016-11-20 19:05:08"
"172",NA,"2016-11-20 16:29:19"
"173",1,"2016-11-20 16:00:00"
"174",NA,"2016-11-20 15:08:36"
"175",1,"2016-11-20 14:21:18"
"176",1,"2016-11-20 14:08:47"
"177",NA,"2016-11-20 14:00:26"
"178",NA,"2016-11-20 05:02:10"
"179",4,"2016-11-20 03:47:26"
"180",5,"2016-11-20 03:17:49"
"181",NA,"2016-11-20 02:36:41"
"182",1,"2016-11-20 02:33:34"
"183",NA,"2016-11-20 02:23:14"
"184",1,"2016-11-20 02:16:17"
"185",1,"2016-11-20 02:07:22"
"186",NA,"2016-11-20 01:40:47"
"187",NA,"2016-11-20 01:35:42"
"188",4,"2016-11-20 00:14:21"
"189",NA,"2016-11-20 00:12:29"
"190",5,"2016-11-19 23:54:20"
"191",NA,"2016-11-19 23:54:01"
"192",2,"2016-11-19 23:27:13"
"193",NA,"2016-11-19 22:20:28"
"194",NA,"2016-11-19 21:18:53"
"195",6,"2016-11-19 20:42:20"
"196",NA,"2016-11-19 20:41:59"
"197",NA,"2016-11-19 19:03:41"
"198",NA,"2016-11-19 18:36:24"
"199",4,"2016-11-19 17:48:07"
"200",NA,"2016-11-19 17:08:27"
"201",5,"2016-11-19 16:41:33"
"202",NA,"2016-11-19 16:19:56"
"203",NA,"2016-11-19 15:43:41"
"204",1,"2016-11-19 14:36:31"
"205",1,"2016-11-19 14:31:57"
"206",1,"2016-11-19 14:26:25"
"207",1,"2016-11-19 13:57:52"
"208",4,"2016-11-19 13:50:42"
"209",6,"2016-11-19 12:54:18"
"210",NA,"2016-11-19 04:47:30"
"211",1,"2016-11-19 03:15:50"
"212",4,"2016-11-19 03:13:56"
"213",NA,"2016-11-19 03:06:22"
"214",6,"2016-11-19 03:01:57"
"215",NA,"2016-11-19 02:48:37"
"216",4,"2016-11-19 02:09:47"
"217",2,"2016-11-19 01:58:22"
"218",NA,"2016-11-19 01:35:37"
"219",5,"2016-11-18 23:32:19"
"220",2,"2016-11-18 23:21:07"
"221",3,"2016-11-18 23:18:25"
"222",2,"2016-11-18 23:12:46"
"223",6,"2016-11-18 23:00:39"
"224",1,"2016-11-18 22:58:55"
"225",1,"2016-11-18 22:51:13"
"226",5,"2016-11-18 22:34:46"
"227",4,"2016-11-18 21:45:30"
"228",4,"2016-11-18 21:16:42"
"229",NA,"2016-11-18 20:20:05"
"230",5,"2016-11-18 19:48:03"
"231",5,"2016-11-18 19:37:27"
"232",NA,"2016-11-18 19:35:41"
"233",NA,"2016-11-18 19:30:23"
"234",NA,"2016-11-18 19:02:06"
"235",NA,"2016-11-18 18:07:54"
"236",2,"2016-11-18 16:55:27"
"237",NA,"2016-11-18 15:57:40"
"238",5,"2016-11-18 15:21:52"
"239",1,"2016-11-18 14:34:38"
"240",NA,"2016-11-18 14:25:51"
"241",NA,"2016-11-18 14:17:54"
"242",4,"2016-11-18 13:40:27"
"243",4,"2016-11-18 13:27:57"
"244",3,"2016-11-18 13:20:51"
"245",3,"2016-11-18 13:04:11"
"246",3,"2016-11-18 13:01:54"
"247",5,"2016-11-18 12:18:21"
"248",5,"2016-11-18 11:34:08"
"249",NA,"2016-11-18 11:22:38"
"250",5,"2016-11-18 05:48:00"
"251",1,"2016-11-18 05:36:08"
"252",NA,"2016-11-18 04:42:21"
"253",1,"2016-11-18 04:39:11"
"254",1,"2016-11-18 04:26:07"
"255",1,"2016-11-18 04:05:46"
"256",3,"2016-11-18 03:52:39"
"257",3,"2016-11-18 03:44:00"
"258",3,"2016-11-18 03:39:23"
"259",3,"2016-11-18 03:37:21"
"260",3,"2016-11-18 03:37:16"
"261",3,"2016-11-18 03:36:56"
"262",5,"2016-11-18 03:09:24"
"263",4,"2016-11-18 03:08:23"
"264",4,"2016-11-18 03:07:52"
"265",3,"2016-11-18 03:00:32"
"266",3,"2016-11-18 02:58:44"
"267",5,"2016-11-18 02:16:19"
"268",NA,"2016-11-18 01:50:04"
"269",NA,"2016-11-18 01:40:09"
"270",2,"2016-11-18 01:25:42"
"271",NA,"2016-11-18 01:18:14"
"272",NA,"2016-11-18 01:17:24"
"273",4,"2016-11-18 00:21:22"
"274",NA,"2016-11-18 00:06:38"
"275",5,"2016-11-17 23:49:11"
"276",6,"2016-11-17 23:12:01"
"277",NA,"2016-11-17 22:54:04"
"278",NA,"2016-11-17 22:26:10"
"279",1,"2016-11-17 21:46:45"
"280",2,"2016-11-17 21:24:47"
"281",NA,"2016-11-17 20:55:12"
"282",1,"2016-11-17 20:47:02"
"283",NA,"2016-11-17 20:43:43"
"284",1,"2016-11-17 20:21:41"
"285",1,"2016-11-17 20:16:35"
"286",NA,"2016-11-17 19:15:06"
"287",NA,"2016-11-17 18:17:02"
"288",6,"2016-11-17 18:10:54"
"289",2,"2016-11-17 17:37:26"
"290",NA,"2016-11-17 17:10:28"
"291",NA,"2016-11-17 16:57:45"
"292",2,"2016-11-17 16:10:34"
"293",NA,"2016-11-17 15:58:20"
"294",NA,"2016-11-17 15:47:14"
"295",NA,"2016-11-17 15:25:00"
"296",NA,"2016-11-17 15:22:30"
"297",NA,"2016-11-17 15:21:04"
"298",5,"2016-11-17 15:19:48"
"299",1,"2016-11-17 15:15:29"
"300",1,"2016-11-17 15:14:29"
"301",NA,"2016-11-17 15:11:24"
"302",NA,"2016-11-17 14:54:34"
"303",NA,"2016-11-17 14:35:04"
"304",4,"2016-11-17 14:20:44"
"305",4,"2016-11-17 14:02:47"
"306",3,"2016-11-17 00:32:31"
"307",5,"2016-11-16 23:36:00"
"308",NA,"2016-11-16 23:23:49"
"309",NA,"2016-11-16 23:21:18"
"310",4,"2016-11-16 23:06:49"
"311",4,"2016-11-16 22:57:29"
"312",5,"2016-11-16 22:50:15"
"313",5,"2016-11-16 22:02:23"
"314",NA,"2016-11-16 21:45:14"
"315",2,"2016-11-16 21:09:56"
"316",NA,"2016-11-16 20:18:30"
"317",2,"2016-11-16 20:06:12"
"318",4,"2016-11-16 19:49:31"
"319",NA,"2016-11-16 18:11:21"
"320",NA,"2016-11-16 17:47:43"
"321",NA,"2016-11-16 17:42:39"
"322",4,"2016-11-16 17:41:01"
"323",NA,"2016-11-16 17:26:14"
"324",NA,"2016-11-16 16:32:55"
"325",2,"2016-11-16 16:20:42"
"326",NA,"2016-11-16 16:13:22"
"327",NA,"2016-11-16 16:11:57"
"328",3,"2016-11-16 16:04:24"
"329",2,"2016-11-16 15:58:14"
"330",2,"2016-11-16 15:53:41"
"331",5,"2016-11-16 15:53:33"
"332",3,"2016-11-16 15:31:32"
"333",3,"2016-11-16 15:31:06"
"334",6,"2016-11-16 15:22:33"
"335",NA,"2016-11-16 15:20:53"
"336",1,"2016-11-16 14:51:13"
"337",1,"2016-11-16 14:46:47"
"338",2,"2016-11-16 14:21:56"
"339",5,"2016-11-16 13:10:01"
"340",NA,"2016-11-16 12:54:04"
"341",NA,"2016-11-16 08:35:43"
"342",NA,"2016-11-16 06:39:49"
"343",5,"2016-11-16 06:11:50"
"344",5,"2016-11-16 05:04:22"
"345",1,"2016-11-16 04:35:08"
"346",5,"2016-11-16 04:06:55"
"347",4,"2016-11-16 04:00:49"
"348",NA,"2016-11-16 04:00:02"
"349",1,"2016-11-16 03:51:32"
"350",NA,"2016-11-16 02:38:05"
"351",2,"2016-11-16 02:35:16"
"352",2,"2016-11-16 02:03:20"
"353",2,"2016-11-16 02:02:14"
"354",5,"2016-11-16 01:24:49"
"355",2,"2016-11-16 01:23:40"
"356",2,"2016-11-16 01:19:25"
"357",2,"2016-11-16 00:13:35"
"358",6,"2016-11-15 23:58:55"
"359",1,"2016-11-15 22:46:23"
"360",1,"2016-11-15 22:21:29"
"361",1,"2016-11-15 22:17:47"
"362",5,"2016-11-15 21:52:03"
"363",NA,"2016-11-15 21:51:59"
"364",NA,"2016-11-15 21:28:48"
"365",NA,"2016-11-15 20:55:06"
"366",NA,"2016-11-15 20:44:13"
"367",2,"2016-11-15 20:35:49"
"368",2,"2016-11-15 20:35:22"
"369",NA,"2016-11-15 19:38:11"
"370",NA,"2016-11-15 19:21:42"
"371",NA,"2016-11-15 19:20:40"
"372",NA,"2016-11-15 18:42:31"
"373",NA,"2016-11-15 18:30:27"
"374",NA,"2016-11-15 18:24:21"
"375",2,"2016-11-15 18:23:53"
"376",NA,"2016-11-15 18:14:39"
"377",NA,"2016-11-15 18:03:14"
"378",NA,"2016-11-15 17:56:01"
"379",NA,"2016-11-15 17:52:51"
"380",NA,"2016-11-15 17:11:46"
"381",5,"2016-11-15 16:25:12"
"382",5,"2016-11-15 16:12:34"
"383",4,"2016-11-15 15:36:26"
"384",NA,"2016-11-15 15:34:46"
